j5	j3	count	startpos	productsize	JS	deletion size	chorm	type	name	start	end	evtype	evrelorf	evsize	startpos_byfusion
16830	19921	18	106	9	16830 - 19921	3091						frameshift-fusion-orf	ORF1b-ORF1b	"(1121.0, 1124)"	
14286	15479	18	106	9	14286 - 15479	1193						frameshift-fusion-orf	ORF1b-ORF1b	"(273.0, 283)"	
25021	29030	18	106	9	25021 - 29030	4009						frameshift-fusion-orf	S-N	"(1153.0, 1170)"	
14741	17000	18	106	9	14741 - 17000	2259						in-frame-fusion-orf	ORF1b-ORF1b	"(424.6666666666667, 1517.3333333333333)"	
4298	7568	18	106	9	4298 - 7568	3270						in-frame-fusion-orf	ORF1a-ORF1a	"(1344.3333333333333, 1966.3333333333333)"	
21363	23778	18	106	9	21363 - 23778	2415						frameshift-fusion-orf	ORF1b-S	"(2632.0, 2637)"	
14283	18921	18	106	9	14283 - 18921	4638						in-frame-fusion-orf	ORF1b-ORF1b	"(272.0, 877.0)"	
22971	27427	18	106	9	22971 - 27427	4456						frameshift-fusion-orf	S-ORF7a	"(469.6666666666667, 473)"	
4866	7838	18	106	9	4866 - 7838	2972						frameshift-fusion-orf	ORF1a-ORF1a	"(1533.6666666666667, 1538)"	
22642	25487	18	106	9	22642 - 25487	2845						frameshift-fusion-orf	S-ORF3a	"(360.0, 429)"	
22636	26676	18	106	9	22636 - 26676	4040						frameshift-fusion-orf	S-M	"(358.0, 366)"	
4508	5693	18	106	9	4508 - 5693	1185						in-frame-fusion-orf	ORF1a-ORF1a	"(1414.3333333333333, 2591.3333333333335)"	
22823	26082	18	106	9	22823 - 26082	3259						frameshift-fusion-orf	S-ORF3a	"(420.3333333333333, 424)"	
27786	29191	18	106	9	27786 - 29191	1405						frameshift-fusion-orf	ORF7b-N	"(10.333333333333334, 44)"	
3200	7958	18	106	9	3200 - 7958	4758						in-frame-fusion-orf	ORF1a-ORF1a	"(978.3333333333334, 1836.3333333333333)"	
2189	5392	18	106	9	2189 - 5392	3203						frameshift-fusion-orf	ORF1a-ORF1a	"(641.3333333333334, 650)"	
20139	23517	18	106	9	20139 - 23517	3378						frameshift-fusion-orf	ORF1b-S	"(2224.0, 2225)"	
3902	5779	18	106	9	3902 - 5779	1877						frameshift-fusion-orf	ORF1a-ORF1a	"(1212.3333333333333, 1215)"	
21364	26136	18	106	9	21364 - 26136	4772						frameshift-fusion-orf	ORF1b-ORF3a	"(2632.3333333333335, 2640)"	
3070	6181	18	106	9	3070 - 6181	3111						in-frame-fusion-orf	ORF1a-ORF1a	"(935.0, 2428.6666666666665)"	
3065	6630	18	106	9	3065 - 6630	3565						frameshift-fusion-orf	ORF1a-ORF1a	"(933.3333333333334, 938)"	
5074	8489	18	106	9	5074 - 8489	3415						frameshift-fusion-orf	ORF1a-ORF1a	"(1603.0, 1603)"	
25021	28843	18	106	9	25021 - 28843	3822						in-frame-fusion-orf	S-N	"(1153.0, 230.0)"	
9960	12202	18	106	9	9960 - 12202	2242						frameshift-fusion-orf	ORF1a-ORF1a	"(3231.6666666666665, 3232)"	
2504	5663	18	106	9	2504 - 5663	3159						in-frame-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 2601.3333333333335)"	
3086	6980	18	106	9	3086 - 6980	3894						in-frame-fusion-orf	ORF1a-ORF1a	"(940.3333333333334, 2162.3333333333335)"	
25021	27990	18	106	9	25021 - 27990	2969						frameshift-fusion-orf	S-ORF8	"(1153.0, 1169)"	
14741	18377	17	106	9	14741 - 18377	3636						in-frame-fusion-orf	ORF1b-ORF1b	"(424.6666666666667, 1058.3333333333333)"	
16830	20606	17	106	9	16830 - 20606	3776						frameshift-fusion-orf	ORF1b-ORF1b	"(1121.0, 1125)"	
13623	15203	17	106	9	13623 - 15203	1580						frameshift-fusion-orf	ORF1b-ORF1b	"(52.0, 70)"	
25603	27418	17	106	9	25603 - 27418	1815						in-frame-fusion-orf	ORF3a-ORF7a	"(70.33333333333333, 113.66666666666667)"	
1142	5214	17	106	9	1142 - 5214	4072						frameshift-fusion-orf	ORF1a-ORF1a	"(292.3333333333333, 306)"	
17206	21433	17	106	9	17206 - 21433	4227						in-frame-fusion-orf	ORF1b-ORF1b	"(1246.3333333333333, 39.666666666666664)"	
4866	7987	17	106	9	4866 - 7987	3121						frameshift-fusion-orf	ORF1a-ORF1a	"(1533.6666666666667, 1535)"	
27679	28740	17	106	9	27679 - 28740	1061						frameshift-fusion-orf	ORF7a-N	"(95.33333333333333, 166)"	
2504	5392	17	106	9	2504 - 5392	2888						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 755)"	
12806	15672	17	106	9	12806 - 15672	2866						frameshift-fusion-orf	ORF1a-ORF1b	"(4180.333333333333, 4186)"	
23317	27383	17	106	9	23317 - 27383	4066						frameshift-fusion-orf	S-ORF6	"(585.0, 603)"	
16833	20016	17	106	9	16833 - 20016	3183						in-frame-fusion-orf	ORF1b-ORF1b	"(1122.0, 512.0)"	
16833	21017	17	106	9	16833 - 21017	4184						frameshift-fusion-orf	ORF1b-ORF1b	"(1122.0, 1123)"	
3070	7030	17	106	9	3070 - 7030	3960						in-frame-fusion-orf	ORF1a-ORF1a	"(935.0, 2145.6666666666665)"	
12805	16696	17	106	9	12805 - 16696	3891						frameshift-fusion-orf	ORF1a-ORF1b	"(4180.0, 4213)"	
22632	27042	17	106	9	22632 - 27042	4410						frameshift-fusion-orf	S-M	"(356.6666666666667, 372)"	
22968	25269	17	106	9	22968 - 25269	2301						in-frame-fusion-orf	S-S	"(468.6666666666667, 38.333333333333336)"	
5979	10382	17	106	9	5979 - 10382	4403						frameshift-fusion-orf	ORF1a-ORF1a	"(1904.6666666666667, 1931)"	
22498	24025	17	106	9	22498 - 24025	1527						in-frame-fusion-orf	S-S	"(312.0, 453.0)"	
384	2036	17	106	9	384 - 2036	1652						frameshift-fusion-orf	ORF1a-ORF1a	"(39.666666666666664, 41)"	
16672	17885	17	106	9	16672 - 17885	1213						frameshift-fusion-orf	ORF1b-ORF1b	"(1068.3333333333333, 1076)"	
26274	29167	17	106	9	26274 - 29167	2893						in-frame-fusion-orf	E-N	"(10.0, 122.0)"	
3950	7591	17	106	9	3950 - 7591	3641						frameshift-fusion-orf	ORF1a-ORF1a	"(1228.3333333333333, 1239)"	
22116	26107	17	106	9	22116 - 26107	3991						frameshift-fusion-orf	S-ORF3a	"(184.66666666666666, 186)"	
2287	7035	17	106	9	2287 - 7035	4748						frameshift-fusion-orf	ORF1a-ORF1a	"(674.0, 691)"	
15199	17100	17	106	9	15199 - 17100	1901						frameshift-fusion-orf	ORF1b-ORF1b	"(577.3333333333334, 603)"	
24705	26771	17	106	9	24705 - 26771	2066						frameshift-fusion-orf	S-M	"(1047.6666666666667, 1052)"	
7221	12089	17	106	9	7221 - 12089	4868						frameshift-fusion-orf	ORF1a-ORF1a	"(2318.6666666666665, 2325)"	
16751	21230	17	106	9	16751 - 21230	4479						in-frame-fusion-orf	ORF1b-ORF1b	"(1094.6666666666667, 107.33333333333333)"	
27681	29191	17	106	9	27681 - 29191	1510						in-frame-fusion-orf	ORF7a-N	"(96.0, 114.0)"	
11394	15521	17	106	9	11394 - 15521	4127						in-frame-fusion-orf	ORF1a-ORF1b	"(3709.6666666666665, 2010.3333333333333)"	
22634	26455	17	106	9	22634 - 26455	3821						in-frame-fusion-orf	S-E	"(357.3333333333333, 5.666666666666667)"	
20129	21391	17	106	9	20129 - 21391	1262						frameshift-fusion-orf	ORF1b-ORF1b	"(2220.6666666666665, 2221)"	
22632	23739	17	106	9	22632 - 23739	1107						in-frame-fusion-orf	S-S	"(356.6666666666667, 548.3333333333334)"	
2448	3636	17	106	9	2448 - 3636	1188						in-frame-fusion-orf	ORF1a-ORF1a	"(727.6666666666666, 3277.0)"	
664	2083	17	106	9	664 - 2083	1419						in-frame-fusion-orf	ORF1a-ORF1a	"(133.0, 3794.6666666666665)"	
2504	4276	17	106	9	2504 - 4276	1772						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 755)"	
2504	7081	17	106	9	2504 - 7081	4577						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 748)"	
2504	6941	17	106	9	2504 - 6941	4437						in-frame-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 2175.3333333333335)"	
3417	5857	17	106	9	3417 - 5857	2440						frameshift-fusion-orf	ORF1a-ORF1a	"(1050.6666666666667, 1063)"	
8098	12124	16	106	9	8098 - 12124	4026						in-frame-fusion-orf	ORF1a-ORF1a	"(2611.0, 447.6666666666667)"	
20422	21860	16	106	9	20422 - 21860	1438						in-frame-fusion-orf	ORF1b-S	"(2318.3333333333335, 1174.6666666666667)"	
1690	4199	16	106	9	1690 - 4199	2509						frameshift-fusion-orf	ORF1a-ORF1a	"(475.0, 476)"	
12338	13370	16	106	9	12338 - 13370	1032						in-frame-fusion-orf	ORF1a-ORF1a	"(4024.3333333333335, 32.333333333333336)"	
3086	4198	16	106	9	3086 - 4198	1112						frameshift-fusion-orf	ORF1a-ORF1a	"(940.3333333333334, 975)"	
11396	13368	16	106	9	11396 - 13368	1972						frameshift-fusion-orf	ORF1a-ORF1a	"(3710.3333333333335, 3742)"	
2504	5886	16	106	9	2504 - 5886	3382						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 749)"	
1645	5694	16	106	9	1645 - 5694	4049						frameshift-fusion-orf	ORF1a-ORF1a	"(460.0, 464)"	
7413	11288	16	106	9	7413 - 11288	3875						frameshift-fusion-orf	ORF1a-ORF1a	"(2382.6666666666665, 2385)"	
22498	23664	16	106	9	22498 - 23664	1166						frameshift-fusion-orf	S-S	"(312.0, 319)"	
4290	7864	16	106	9	4290 - 7864	3574						frameshift-fusion-orf	ORF1a-ORF1a	"(1341.6666666666667, 1349)"	
11395	15593	16	106	9	11395 - 15593	4198						frameshift-fusion-orf	ORF1a-ORF1b	"(3710.0, 3720)"	
16833	18377	16	106	9	16833 - 18377	1544						frameshift-fusion-orf	ORF1b-ORF1b	"(1122.0, 1124)"	
3901	5441	16	106	9	3901 - 5441	1540						frameshift-fusion-orf	ORF1a-ORF1a	"(1212.0, 1218)"	
25022	27602	16	106	9	25022 - 27602	2580						frameshift-fusion-orf	S-ORF7a	"(1153.3333333333333, 1154)"	
25021	26320	16	106	9	25021 - 26320	1299						frameshift-fusion-orf	S-E	"(1153.0, 1155)"	
14284	15469	16	106	9	14284 - 15469	1185						in-frame-fusion-orf	ORF1b-ORF1b	"(272.3333333333333, 2027.6666666666667)"	
3902	6108	16	106	9	3902 - 6108	2206						frameshift-fusion-orf	ORF1a-ORF1a	"(1212.3333333333333, 1227)"	
3475	5728	16	106	9	3475 - 5728	2253						in-frame-fusion-orf	ORF1a-ORF1a	"(1070.0, 2579.6666666666665)"	
3199	5766	16	106	9	3199 - 5766	2567						frameshift-fusion-orf	ORF1a-ORF1a	"(978.0, 980)"	
14281	17562	16	106	9	14281 - 17562	3281						frameshift-fusion-orf	ORF1b-ORF1b	"(271.3333333333333, 275)"	
25603	27643	16	106	9	25603 - 27643	2040						in-frame-fusion-orf	ORF3a-ORF7a	"(70.33333333333333, 38.666666666666664)"	
23400	25615	16	106	9	23400 - 25615	2215						frameshift-fusion-orf	S-ORF3a	"(612.6666666666666, 639)"	
4866	8991	16	106	9	4866 - 8991	4125						in-frame-fusion-orf	ORF1a-ORF1a	"(1533.6666666666667, 1492.0)"	
22642	25662	16	106	9	22642 - 25662	3020						in-frame-fusion-orf	S-ORF3a	"(360.0, 186.0)"	
3902	7540	16	106	9	3902 - 7540	3638						frameshift-fusion-orf	ORF1a-ORF1a	"(1212.3333333333333, 1214)"	
3067	6100	16	106	9	3067 - 6100	3033						in-frame-fusion-orf	ORF1a-ORF1a	"(934.0, 2455.6666666666665)"	
15010	17871	16	106	9	15010 - 17871	2861						frameshift-fusion-orf	ORF1b-ORF1b	"(514.3333333333334, 519)"	
2286	5482	16	106	9	2286 - 5482	3196						frameshift-fusion-orf	ORF1a-ORF1a	"(673.6666666666666, 675)"	
16833	20656	16	106	9	16833 - 20656	3823						frameshift-fusion-orf	ORF1b-ORF1b	"(1122.0, 1144)"	
4965	8956	16	106	9	4965 - 8956	3991						frameshift-fusion-orf	ORF1a-ORF1a	"(1566.6666666666667, 1572)"	
25023	26321	16	106	9	25023 - 26321	1298						in-frame-fusion-orf	S-E	"(1153.6666666666667, 50.333333333333336)"	
13405	17185	16	106	9	13405 - 17185	3780						frameshift-fusion-orf	ORF1a-ORF1b	"(4380.0, 4385)"	
6217	8975	16	106	9	6217 - 8975	2758						frameshift-fusion-orf	ORF1a-ORF1a	"(1984.0, 2019)"	
16675	19955	16	106	9	16675 - 19955	3280						frameshift-fusion-orf	ORF1b-ORF1b	"(1069.3333333333333, 1088)"	
14741	17239	16	106	9	14741 - 17239	2498						frameshift-fusion-orf	ORF1b-ORF1b	"(424.6666666666667, 433)"	
25022	28392	16	106	9	25022 - 28392	3370						frameshift-fusion-orf	S-N	"(1153.3333333333333, 1214)"	
658	2019	16	106	9	658 - 2019	1361						frameshift-fusion-orf	ORF1a-ORF1a	"(131.0, 134)"	
27800	29171	16	106	9	27800 - 29171	1371						frameshift-fusion-orf	ORF7b-N	"(15.0, 46)"	
21176	23535	16	106	9	21176 - 23535	2359						in-frame-fusion-orf	ORF1b-S	"(2569.6666666666665, 616.3333333333334)"	
27390	28883	16	106	9	27390 - 28883	1493						no-orf			
2504	5660	15	106	9	2504 - 5660	3156						in-frame-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 2602.3333333333335)"	
13404	14994	15	106	9	13404 - 14994	1590						frameshift-fusion-orf	ORF1a-ORF1b	"(4379.666666666667, 4380)"	
20140	23280	15	106	9	20140 - 23280	3140						frameshift-fusion-orf	ORF1b-S	"(2224.3333333333335, 2249)"	
16833	19366	15	106	9	16833 - 19366	2533						frameshift-fusion-orf	ORF1b-ORF1b	"(1122.0, 1138)"	
11394	12549	15	106	9	11394 - 12549	1155						in-frame-fusion-orf	ORF1a-ORF1a	"(3709.6666666666665, 306.0)"	
14284	15525	15	106	9	14284 - 15525	1241						frameshift-fusion-orf	ORF1b-ORF1b	"(272.3333333333333, 281)"	
4228	8979	15	106	9	4228 - 8979	4751						frameshift-fusion-orf	ORF1a-ORF1a	"(1321.0, 1322)"	
25022	27965	15	106	9	25022 - 27965	2943						frameshift-fusion-orf	S-ORF8	"(1153.3333333333333, 1162)"	
4965	7979	15	106	9	4965 - 7979	3014						frameshift-fusion-orf	ORF1a-ORF1a	"(1566.6666666666667, 1573)"	
16833	20404	15	106	9	16833 - 20404	3571						frameshift-fusion-orf	ORF1b-ORF1b	"(1122.0, 1125)"	
3481	7013	15	106	9	3481 - 7013	3532						frameshift-fusion-orf	ORF1a-ORF1a	"(1072.0, 1072)"	
12805	13931	15	106	9	12805 - 13931	1126						frameshift-fusion-orf	ORF1a-ORF1b	"(4180.0, 4195)"	
22642	23733	15	106	9	22642 - 23733	1091						frameshift-fusion-orf	S-S	"(360.0, 380)"	
22498	26964	15	106	9	22498 - 26964	4466						frameshift-fusion-orf	S-M	"(312.0, 320)"	
16751	19913	15	106	9	16751 - 19913	3162						in-frame-fusion-orf	ORF1b-ORF1b	"(1094.6666666666667, 546.3333333333334)"	
21362	23673	15	106	9	21362 - 23673	2311						in-frame-fusion-orf	ORF1b-S	"(2631.6666666666665, 570.3333333333334)"	
21362	23420	15	106	9	21362 - 23420	2058						frameshift-fusion-orf	ORF1b-S	"(2631.6666666666665, 2652)"	
4295	6265	15	106	9	4295 - 6265	1970						frameshift-fusion-orf	ORF1a-ORF1a	"(1343.3333333333333, 1346)"	
27679	28933	15	106	9	27679 - 28933	1254						frameshift-fusion-orf	ORF7a-N	"(95.33333333333333, 99)"	
26490	27794	15	106	9	26490 - 27794	1304						may-translate	ORF8	99	
7221	8956	15	106	9	7221 - 8956	1735						frameshift-fusion-orf	ORF1a-ORF1a	"(2318.6666666666665, 2324)"	
4963	6137	15	106	9	4963 - 6137	1174						frameshift-fusion-orf	ORF1a-ORF1a	"(1566.0, 1571)"	
21364	23624	15	106	9	21364 - 23624	2260						in-frame-fusion-orf	ORF1b-S	"(2632.3333333333335, 586.6666666666666)"	
25020	28466	15	106	9	25020 - 28466	3446						frameshift-fusion-orf	S-N	"(1152.6666666666667, 1162)"	
6538	10799	15	106	9	6538 - 10799	4261						frameshift-fusion-orf	ORF1a-ORF1a	"(2091.0, 2092)"	
3902	7484	15	106	9	3902 - 7484	3582						in-frame-fusion-orf	ORF1a-ORF1a	"(1212.3333333333333, 1994.3333333333333)"	
24704	29456	15	106	9	24704 - 29456	4752						in-frame-fusion-orf	S-N	"(1047.3333333333333, 25.666666666666668)"	
11394	15432	15	106	9	11394 - 15432	4038						frameshift-fusion-orf	ORF1a-ORF1b	"(3709.6666666666665, 3787)"	
17204	19187	15	106	9	17204 - 19187	1983						in-frame-fusion-orf	ORF1b-ORF1b	"(1245.6666666666667, 788.3333333333334)"	
27671	29283	15	106	9	27671 - 29283	1612						in-frame-fusion-orf	ORF7a-N	"(92.66666666666667, 83.33333333333333)"	
12333	17142	15	106	9	12333 - 17142	4809						frameshift-fusion-orf	ORF1a-ORF1b	"(4022.6666666666665, 4024)"	
3202	6094	15	106	9	3202 - 6094	2892						in-frame-fusion-orf	ORF1a-ORF1a	"(979.0, 2457.6666666666665)"	
13404	14456	15	106	9	13404 - 14456	1052						in-frame-fusion-orf	ORF1a-ORF1b	"(4379.666666666667, 2365.3333333333335)"	
384	2668	15	106	9	384 - 2668	2284						frameshift-fusion-orf	ORF1a-ORF1a	"(39.666666666666664, 44)"	
24704	27411	15	106	9	24704 - 27411	2707						frameshift-fusion-orf	S-ORF7a	"(1047.3333333333333, 1056)"	
2504	5639	15	106	9	2504 - 5639	3135						in-frame-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 2609.3333333333335)"	
26996	28153	15	106	9	26996 - 28153	1157						frameshift-fusion-orf	M-ORF8	"(158.0, 159)"	
16833	21242	15	106	9	16833 - 21242	4409						frameshift-fusion-orf	ORF1b-ORF1b	"(1122.0, 1122)"	
16833	19913	15	106	9	16833 - 19913	3080						frameshift-fusion-orf	ORF1b-ORF1b	"(1122.0, 1129)"	
22114	27002	15	106	9	22114 - 27002	4888						in-frame-fusion-orf	S-M	"(184.0, 63.0)"	
2536	6020	15	106	9	2536 - 6020	3484						frameshift-fusion-orf	ORF1a-ORF1a	"(757.0, 779)"	
3902	8020	15	106	9	3902 - 8020	4118						frameshift-fusion-orf	ORF1a-ORF1a	"(1212.3333333333333, 1215)"	
3902	7176	15	106	9	3902 - 7176	3274						frameshift-fusion-orf	ORF1a-ORF1a	"(1212.3333333333333, 1226)"	
27784	29182	15	106	9	27784 - 29182	1398						frameshift-fusion-orf	ORF7b-N	"(9.666666666666666, 9)"	
22634	26255	15	106	9	22634 - 26255	3621						frameshift-fusion-orf	S-E	"(357.3333333333333, 365)"	
4963	7206	15	106	9	4963 - 7206	2243						frameshift-fusion-orf	ORF1a-ORF1a	"(1566.0, 1566)"	
812	3799	15	106	9	812 - 3799	2987						frameshift-fusion-orf	ORF1a-ORF1a	"(182.33333333333334, 183)"	
27787	29191	14	106	9	27787 - 29191	1404						frameshift-fusion-orf	ORF7b-N	"(10.666666666666666, 35)"	
4297	7190	14	106	9	4297 - 7190	2893						frameshift-fusion-orf	ORF1a-ORF1a	"(1344.0, 1353)"	
16675	20034	14	106	9	16675 - 20034	3359						frameshift-fusion-orf	ORF1b-ORF1b	"(1069.3333333333333, 1077)"	
22632	25455	14	106	9	22632 - 25455	2823						frameshift-fusion-orf	S-ORF3a	"(356.6666666666667, 398)"	
27784	29190	14	106	9	27784 - 29190	1406						in-frame-fusion-orf	ORF7b-N	"(9.666666666666666, 114.33333333333333)"	
22642	24731	14	106	9	22642 - 24731	2089						frameshift-fusion-orf	S-S	"(360.0, 363)"	
3416	5296	14	106	9	3416 - 5296	1880						frameshift-fusion-orf	ORF1a-ORF1a	"(1050.3333333333333, 1063)"	
25021	29501	14	106	9	25021 - 29501	4480						frameshift-fusion-orf	S-N	"(1153.0, 1154)"	
15500	17485	14	106	9	15500 - 17485	1985						frameshift-fusion-orf	ORF1b-ORF1b	"(677.6666666666666, 687)"	
2286	4042	14	106	9	2286 - 4042	1756						frameshift-fusion-orf	ORF1a-ORF1a	"(673.6666666666666, 693)"	
22642	23887	14	106	9	22642 - 23887	1245						in-frame-fusion-orf	S-S	"(360.0, 499.0)"	
11394	12467	14	106	9	11394 - 12467	1073						frameshift-fusion-orf	ORF1a-ORF1a	"(3709.6666666666665, 3719)"	
11394	12528	14	106	9	11394 - 12528	1134						in-frame-fusion-orf	ORF1a-ORF1a	"(3709.6666666666665, 313.0)"	
2504	7187	14	106	9	2504 - 7187	4683						in-frame-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 2093.3333333333335)"	
24891	27788	14	106	9	24891 - 27788	2897						frameshift-fusion-orf	S-ORF7b	"(1109.6666666666667, 1112)"	
17207	20665	14	106	9	17207 - 20665	3458						frameshift-fusion-orf	ORF1b-ORF1b	"(1246.6666666666667, 1246)"	
13138	17162	14	106	9	13138 - 17162	4024						frameshift-fusion-orf	ORF1a-ORF1b	"(4291.0, 4296)"	
11396	13793	14	106	9	11396 - 13793	2397						frameshift-fusion-orf	ORF1a-ORF1b	"(3710.3333333333335, 3723)"	
12283	14385	14	106	9	12283 - 14385	2102						in-frame-fusion-orf	ORF1a-ORF1b	"(4006.0, 2389.0)"	
14284	15371	14	106	9	14284 - 15371	1087						frameshift-fusion-orf	ORF1b-ORF1b	"(272.3333333333333, 283)"	
21363	23633	14	106	9	21363 - 23633	2270						frameshift-fusion-orf	ORF1b-S	"(2632.0, 2672)"	
25021	26880	14	106	9	25021 - 26880	1859						frameshift-fusion-orf	S-M	"(1153.0, 1162)"	
21520	24546	14	106	9	21520 - 24546	3026						frameshift-fusion-orf	ORF1b-S	"(2684.3333333333335, 2685)"	
21520	26155	14	106	9	21520 - 26155	4635						in-frame-fusion-orf	ORF1b-ORF3a	"(2684.3333333333335, 21.666666666666668)"	
16833	18695	14	106	9	16833 - 18695	1862						frameshift-fusion-orf	ORF1b-ORF1b	"(1122.0, 1136)"	
4367	6011	14	106	9	4367 - 6011	1644						in-frame-fusion-orf	ORF1a-ORF1a	"(1367.3333333333333, 2485.3333333333335)"	
16833	18601	14	106	9	16833 - 18601	1768						frameshift-fusion-orf	ORF1b-ORF1b	"(1122.0, 1126)"	
16833	20141	14	106	9	16833 - 20141	3308						frameshift-fusion-orf	ORF1b-ORF1b	"(1122.0, 1127)"	
16833	20474	14	106	9	16833 - 20474	3641						frameshift-fusion-orf	ORF1b-ORF1b	"(1122.0, 1125)"	
2504	5777	14	106	9	2504 - 5777	3273						in-frame-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 2563.3333333333335)"	
25022	29305	14	106	9	25022 - 29305	4283						frameshift-fusion-orf	S-N	"(1153.3333333333333, 1163)"	
16833	18799	14	106	9	16833 - 18799	1966						frameshift-fusion-orf	ORF1b-ORF1b	"(1122.0, 1137)"	
14284	18377	14	106	9	14284 - 18377	4093						frameshift-fusion-orf	ORF1b-ORF1b	"(272.3333333333333, 276)"	
20253	23349	14	106	9	20253 - 23349	3096						frameshift-fusion-orf	ORF1b-S	"(2262.0, 2271)"	
2504	5628	14	106	9	2504 - 5628	3124						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 755)"	
16833	20199	14	106	9	16833 - 20199	3366						in-frame-fusion-orf	ORF1b-ORF1b	"(1122.0, 451.0)"	
25022	28997	14	106	9	25022 - 28997	3975						in-frame-fusion-orf	S-N	"(1153.3333333333333, 178.66666666666666)"	
24826	29189	14	106	9	24826 - 29189	4363						frameshift-fusion-orf	S-N	"(1088.0, 1113)"	
2295	3439	14	106	9	2295 - 3439	1144						frameshift-fusion-orf	ORF1a-ORF1a	"(676.6666666666666, 693)"	
2504	3987	14	106	9	2504 - 3987	1483						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 784)"	
14282	17411	14	106	9	14282 - 17411	3129						in-frame-fusion-orf	ORF1b-ORF1b	"(271.6666666666667, 1380.3333333333333)"	
27390	28883	14	106	9	27390 - 28883	1493						no-orf			
8577	11286	14	106	9	8577 - 11286	2709						in-frame-fusion-orf	ORF1a-ORF1a	"(2770.6666666666665, 727.0)"	
13137	17143	14	106	9	13137 - 17143	4006						frameshift-fusion-orf	ORF1a-ORF1b	"(4290.666666666667, 4302)"	
2504	5259	14	106	9	2504 - 5259	2755						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 762)"	
25346	27383	14	106	9	25346 - 27383	2037						frameshift-fusion-orf	S-ORF6	"(1261.3333333333333, 1265)"	
22498	23688	14	106	9	22498 - 23688	1190						frameshift-fusion-orf	S-S	"(312.0, 312)"	
2504	5457	14	106	9	2504 - 5457	2953						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 747)"	
11396	15148	14	106	9	11396 - 15148	3752						in-frame-fusion-orf	ORF1a-ORF1b	"(3710.3333333333335, 2134.6666666666665)"	
20139	21987	14	106	9	20139 - 21987	1848						frameshift-fusion-orf	ORF1b-S	"(2224.0, 2237)"	
2504	7187	14	106	9	2504 - 7187	4683						in-frame-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 2093.3333333333335)"	
11394	15432	14	106	9	11394 - 15432	4038						frameshift-fusion-orf	ORF1a-ORF1b	"(3709.6666666666665, 3787)"	
12974	16468	14	106	9	12974 - 16468	3494						in-frame-fusion-orf	ORF1a-ORF1b	"(4236.333333333333, 1694.6666666666667)"	
1597	4462	14	106	9	1597 - 4462	2865						in-frame-fusion-orf	ORF1a-ORF1a	"(444.0, 3001.6666666666665)"	
26277	29123	14	106	9	26277 - 29123	2846						frameshift-fusion-orf	E-N	"(11.0, 18)"	
16749	19024	14	106	9	16749 - 19024	2275						frameshift-fusion-orf	ORF1b-ORF1b	"(1094.0, 1111)"	
22498	27481	14	106	9	22498 - 27481	4983						frameshift-fusion-orf	S-ORF7a	"(312.0, 313)"	
2504	6091	14	106	9	2504 - 6091	3587						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 751)"	
26274	29174	14	106	9	26274 - 29174	2900						frameshift-fusion-orf	E-N	"(10.0, 40)"	
20137	23547	14	106	9	20137 - 23547	3410						frameshift-fusion-orf	ORF1b-S	"(2223.3333333333335, 2248)"	
14278	18532	14	106	9	14278 - 18532	4254						in-frame-fusion-orf	ORF1b-ORF1b	"(270.3333333333333, 1006.6666666666666)"	
12566	17494	13	106	9	12566 - 17494	4928						in-frame-fusion-orf	ORF1a-ORF1b	"(4100.333333333333, 1352.6666666666667)"	
19505	21770	13	106	9	19505 - 21770	2265						frameshift-fusion-orf	ORF1b-S	"(2012.6666666666667, 2019)"	
27678	29468	13	106	9	27678 - 29468	1790						frameshift-fusion-orf	ORF7a-N	"(95.0, 107)"	
17208	20238	13	106	9	17208 - 20238	3030						in-frame-fusion-orf	ORF1b-ORF1b	"(1247.0, 438.0)"	
22498	24557	13	106	9	22498 - 24557	2059						frameshift-fusion-orf	S-S	"(312.0, 321)"	
4965	7108	13	106	9	4965 - 7108	2143						frameshift-fusion-orf	ORF1a-ORF1a	"(1566.6666666666667, 1580)"	
813	2388	13	106	9	813 - 2388	1575						in-frame-fusion-orf	ORF1a-ORF1a	"(182.66666666666666, 3693.0)"	
26276	28962	13	106	9	26276 - 28962	2686						in-frame-fusion-orf	E-N	"(10.666666666666666, 190.33333333333334)"	
25026	28369	13	106	9	25026 - 28369	3343						frameshift-fusion-orf	S-N	"(1154.6666666666667, 1154)"	
